MCT_NM,TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,TYPE_NAME,MONTH
길림성,T23,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,0.842105263157894,중식,09월
은실네연탄구이,T1,33.3929262,126.8006718,제주 서귀포시 표선면 성읍리 1625-1번지 표선면,0.842105263157894,가정식,05월
용담닭한마리,T1,33.5130296,126.5058502,제주 제주시 용담이동 931-5번지,0.842105263157894,가정식,01월
생선명가거북명태,T1,33.3427039,126.826085,제주 서귀포시 표선면 하천리 1101-2번지,0.842105263157894,가정식,09월
노가리앤비어 (도남점),T11,33.4964895,126.5299999,제주 제주시 이도이동 1008-1번지 1층,0.842049092849519,맥주/요리주점,09월
빽다방제주아라점,T26,33.4746203,126.5486476,제주 제주시 아라일동 6115-7번지 102호,0.842032967032967,커피,09월
신마라본색,T23,33.4813614,126.484014,제주 제주시 노형동 721-2번지,0.842028985507246,중식,05월
BBQ이도초교점,T25,33.4899326,126.5283492,제주 제주시 도남동 746-4번지,0.842007434944237,치킨,01월
다섯번째이야기,T1,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,0.842,가정식,02월
아연581,T23,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,0.841989758595464,중식,06월
봄봄 노형점,T26,33.4891261,126.4754241,제주 제주시 노형동 2581-2번지 1층,0.841983852364475,커피,11월
아라주는전집,T6,33.4735858,126.5441945,제주 제주시 아라일동 6093-7번지 1층,0.841954022988505,단품요리 전문,10월
치킨마루 노형제일고점,T25,33.4781968,126.4816086,제주 제주시 노형동 753번지 으뜸마을상가,0.841935483870967,치킨,05월
전복만찬,T1,33.4973876,126.538459,제주 제주시 이도이동 398-15번지,0.841911764705882,가정식,09월
방일해장국아라점,T6,33.4756669,126.5445865,제주 제주시 아라일동 6100-4번지 1층,0.841867469879518,단품요리 전문,05월
강연우동태찌개제주외도점,T6,33.4844155,126.4269476,제주 제주시 외도일동 640-2번지 해마루풍경 101동 102호,0.841860465116279,단품요리 전문,07월
올레쇠막,T1,33.5095026,126.5142024,제주 제주시 용담일동 241-12번지,0.841860465116279,가정식,01월
맛짱김밥인제점,T15,33.5064109,126.5405825,제주 제주시 일도이동 378-19번지,0.84184308841843,분식,09월
화사랑,T6,33.4996031,126.5281439,제주 제주시 이도이동 1778-3번지,0.841836734693877,단품요리 전문,01월
감나무집,T1,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,0.841818181818181,가정식,03월
야끼니꾸엔순옥상회,T1,33.5123529,126.5120269,제주 제주시 용담이동 359-40번지 1층,0.841807909604519,가정식,08월
디트,T6,33.4968107,126.5292152,제주 제주시 도남동 923-15번지 1층,0.841807909604519,단품요리 전문,07월
화산양꼬치3호점,T5,33.4902216,126.4741782,제주 제주시 노형동 2577-4번지,0.841799709724238,꼬치구이,07월
왕호랑이막창,T6,33.2567818,126.5738212,제주 서귀포시 동홍동 413-2번지 1층,0.841791044776119,단품요리 전문,12월
남다른대구막창연동점,T6,33.4854705,126.4967758,제주 제주시 연동 304-18번지 1층,0.841791044776119,단품요리 전문,08월
청어람,T21,33.5031608,126.5388282,제주 제주시 이도이동 324-9번지 일도이동,0.841791044776119,일식,09월
온정숯불구이,T1,33.2552425,126.5751124,제주 서귀포시 동홍동 497-3번지,0.841772151898734,가정식,02월
도새기1982,T1,33.2550646,126.5714728,제주 서귀포시 동홍동 117-11번지 1층,0.841750841750841,가정식,08월
용팔이막창노형점,T6,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩,0.841739130434782,단품요리 전문,11월
한라명동,T1,33.4943024,126.5162394,제주 제주시 오라일동 1286-7번지,0.841737781225756,가정식,08월
통큰갈비 제주일도점,T6,33.5051627,126.5416574,제주 제주시 일도이동 409-8번지 1층 일도이동,0.841726618705036,단품요리 전문,01월
주민상회 용담점,T1,33.5117582,126.5122803,제주 제주시 용담이동 359-55번지,0.841726618705036,가정식,05월
에이바우트커피 에코그린빌15차점,T26,33.4943724,126.5515557,제주 제주시 이도이동 68-15번지 1층,0.841720779220779,커피,07월
아서원,T23,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,0.841719077568134,중식,01월
메가엠지씨커피제주삼화지구점,T26,33.5164423,126.5810067,제주 제주시 도련일동 1937-5번지 1층 102호,0.841697416974169,커피,05월
파리바게뜨제주제스코본점,T13,33.4803584,126.5290592,제주 제주시 도남동 277번지 1층 2호,0.841672378341329,베이커리,04월
에이바우트커피베라체점,T26,33.4920738,126.5426924,제주 제주시 아라이동 3012-13번지 1층,0.841666666666666,커피,03월
신토계,T1,33.496162,126.4936394,제주 제주시 용담이동 1816번지,0.841666666666666,가정식,03월
오리한마당,T6,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,0.841666666666666,단품요리 전문,01월
수선화식당,T6,33.5018551,126.5425829,제주 제주시 이도이동 409-7번지,0.841666666666666,단품요리 전문,04월
돈배락정육식당,T6,33.5168395,126.576716,제주 제주시 화북일동 1005-1번지 1층,0.841654778887303,단품요리 전문,05월
용팔이막창노형점,T6,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩,0.841637010676156,단품요리 전문,12월
두끼떡볶이 제주노형점,T15,33.4816011,126.4864454,제주 제주시 노형동 726-1번지 203호,0.841628959276018,분식,04월
대광,T1,33.5073015,126.5257654,제주 제주시 이도일동 1704-12번지,0.8416,가정식,10월
아연581,T23,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,0.84159881569208,중식,08월
도련들,T1,33.5073717,126.5901745,제주 제주시 도련일동 1612-2번지 2층,0.841584158415841,가정식,02월
24시전주명가콩나물국밥일도점,T6,33.5034274,126.5424791,제주 제주시 일도이동 48-2번지,0.841566533155318,단품요리 전문,06월
할리스제주황사평드라이브스루점,T26,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,0.841554559043348,커피,12월
얼큰시원콩나물국밥,T6,33.5136023,126.5724338,제주 제주시 화북이동 827-1번지 재이엔헬스센터 1층,0.841552990556138,단품요리 전문,12월
오븐에빠진닭 서홍점,T25,33.25935,126.5561923,제주 서귀포시 서홍동 332-2번지,0.841549295774647,치킨,10월
명륜진사갈비 제주 노형점,T1,33.488658,126.4759493,제주 제주시 노형동 1055-1번지 2층,0.841536614645858,가정식,11월
봉자막창 제주아라점,T6,33.4850291,126.54208,제주 제주시 아라일동 2420-4번지 1층,0.841509433962264,단품요리 전문,06월
문희영해물아구찜,T6,33.4886384,126.5388189,제주 제주시 이도이동 2018-11번지,0.841509433962264,단품요리 전문,10월
일품순두부삼화점,T6,33.5195956,126.5823,제주 제주시 삼양이동 2176-14번지,0.841505524861878,단품요리 전문,06월
던킨제주연동,T13,33.4801712,126.4900218,제주 제주시 연동 1482-4번지 1층,0.841505131128848,베이커리,11월
장수골,T1,33.4118263,126.2683438,제주 제주시 한림읍 한림리 905-13번지,0.841498559077809,가정식,12월
도남오거리도남점,T6,33.4965584,126.5260937,제주 제주시 도남동 909번지,0.841483979763912,단품요리 전문,03월
자연뜨락,T1,33.4773001,126.4889794,제주 제주시 연동 1532-1번지,0.841481481481481,가정식,09월
오리한마당,T6,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,0.841463414634146,단품요리 전문,03월
아리랑양곱창,T6,33.4829298,126.4698407,제주 제주시 노형동 2587-4번지 1층,0.841463414634146,단품요리 전문,11월
춘리마라탕 제주시청점,T23,33.4982403,126.53041,제주 제주시 이도이동 1185-2번지 1층,0.841463414634146,중식,04월
아서원,T23,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,0.841449603624009,중식,08월
신마라본색,T23,33.4813614,126.484014,제주 제주시 노형동 721-2번지,0.841444270015698,중식,02월
모어댄댓,T20,33.4759521,126.5474937,제주 제주시 아라일동 6108-9번지 1층,0.841441441441441,양식,12월
제주정,T1,33.5210697,126.5789906,제주 제주시 삼양이동 2142-3번지,0.841421143847487,가정식,05월
뮤직박스,T6,33.487073,126.4793837,제주 제주시 노형동 1289-2번지 지하,0.841414141414141,단품요리 전문,05월
메가엠지씨커피제주삼화지구점,T26,33.5164423,126.5810067,제주 제주시 도련일동 1937-5번지 1층 102호,0.841404805914972,커피,02월
명륜진사갈비 제주 노형점,T1,33.488658,126.4759493,제주 제주시 노형동 1055-1번지 2층,0.841387856257744,가정식,09월
아라주는전집,T6,33.4735858,126.5441945,제주 제주시 아라일동 6093-7번지 1층,0.841379310344827,단품요리 전문,08월
우돈채,T1,33.4914737,126.5393194,제주 제주시 이도이동 1989-3번지 1층,0.841379310344827,가정식,04월
루스트플레이스 아라점,T20,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 201호,0.841372912801484,양식,08월
명륜진사갈비 일도점,T1,33.5058125,126.5388579,제주 제주시 일도이동 365-3번지 1층,0.841363102232667,가정식,08월
큰맘할매순대국 제주삼화점,T6,33.5144762,126.5757362,제주 제주시 화북일동 1023-4번지 층,0.841354723707664,단품요리 전문,08월
약촌삼계탕,T6,33.2680909,126.5878929,제주 서귀포시 토평동 1300번지,0.841352405721716,단품요리 전문,11월
동백화로,T1,33.2571547,126.5730473,제주 서귀포시 동홍동 107-6번지 1층,0.841328413284132,가정식,04월
아연581,T23,33.4777436,126.5413015,제주 제주시 아라일동 2304-1번지 1층,0.841317365269461,중식,09월
꿈의요리애월,T6,33.507781,126.4931329,제주 제주시 용담이동 2002번지 1층 (용담이동 제주국제공항 에어사이드지역),0.841296928327645,단품요리 전문,02월
루스트플레이스 아라점,T20,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 201호,0.841285296981499,양식,09월
제주본토박이,T1,33.4965321,126.5339115,제주 제주시 이도이동 1054-4번지,0.841269841269841,가정식,05월
내가찾은맛고을,T6,33.522214,126.5664185,제주 제주시 화북일동 1947-21번지,0.841269841269841,단품요리 전문,02월
한마음정육식당삼화점,T6,33.5144514,126.5784773,제주 제주시 도련일동 1977-5번지 1층,0.841269841269841,단품요리 전문,01월
제주가마골앤드코다리냉면,T6,33.506837,126.5476592,제주 제주시 건입동 95번지 1층,0.841269841269841,단품요리 전문,05월
반올림피자샵 제주점,T29,33.5018725,126.5221588,제주 제주시 삼도일동 556-26번지 1층,0.841269841269841,피자,01월
할리스제주황사평드라이브스루점,T26,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,0.841238471673254,커피,10월
에이바우트커피구남점,T26,33.4851196,126.5354354,제주 제주시 아라일동 6035-3번지 1층,0.841233317993557,커피,01월
두끼떡볶이 제주노형점,T15,33.4816011,126.4864454,제주 제주시 노형동 726-1번지 203호,0.841225626740947,분식,08월
공룡마라탕앤꼬치6호점,T5,33.4740507,126.545139,제주 제주시 아라일동 6092-11번지 1층,0.841221374045801,꼬치구이,07월
일품순두부삼화점,T6,33.5195956,126.5823,제주 제주시 삼양이동 2176-14번지,0.841219768664563,단품요리 전문,05월
전복만찬,T1,33.4973876,126.538459,제주 제주시 이도이동 398-15번지,0.841209829867674,가정식,11월
괸당집도남점,T6,33.4977418,126.5255875,제주 제주시 도남동 913-6번지 1층,0.841186736474694,단품요리 전문,02월
도남오거리도남점,T6,33.4965584,126.5260937,제주 제주시 도남동 909번지,0.841186736474694,단품요리 전문,02월
탐나숯불갈비,T1,33.2570805,126.5735403,제주 서귀포시 동홍동 107-9번지 1층,0.841176470588235,가정식,03월
소문난돈갈비,T1,33.5161973,126.5791134,제주 제주시 도련일동 1963-10번지,0.841176470588235,가정식,08월
화산양꼬치3호점,T5,33.4902216,126.4741782,제주 제주시 노형동 2577-4번지,0.841160220994475,꼬치구이,02월
동백화로,T1,33.2571547,126.5730473,제주 서귀포시 동홍동 107-6번지 1층,0.841155234657039,가정식,03월
두끼제주시청점,T15,33.4991157,126.5299154,제주 제주시 이도이동 1768-27번지 2층,0.841127482383087,분식,02월
봄향,T1,33.4991032,126.5297519,제주 제주시 이도이동 1955-5번지 이도이동,0.841121495327102,가정식,06월
촌뜨기화로구이,T6,33.4901283,126.5290478,제주 제주시 도남동 68-6번지,0.841121495327102,단품요리 전문,11월
회포,T1,33.5194369,126.5731483,제주 제주시 화북일동 11-5번지 107호,0.841121495327102,가정식,03월
명륜진사갈비 삼화점,T1,33.5147855,126.5757188,제주 제주시 화북일동 1015-1번지 2층,0.84108867427568,가정식,07월
주민상회 노형점,T1,33.4881247,126.478756,제주 제주시 노형동 1278-3번지 1층,0.841059602649006,가정식,04월
헝그리닭발포차 시청,T6,33.4966546,126.5298921,제주 제주시 이도이동 1187-4번지,0.841059602649006,단품요리 전문,10월
떼르떼,T26,33.4836784,126.4696956,제주 제주시 노형동 2586-3번지,0.841052631578947,커피,10월
24시전주명가콩나물국밥일도점,T6,33.5034274,126.5424791,제주 제주시 일도이동 48-2번지,0.841050756901157,단품요리 전문,03월
노형호수,T6,33.4895066,126.4800604,제주 제주시 노형동 1070-10번지,0.841049382716049,단품요리 전문,10월
할리스제주황사평드라이브스루점,T26,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,0.841038118410381,커피,09월
얼큰시원콩나물국밥,T6,33.5136023,126.5724338,제주 제주시 화북이동 827-1번지 재이엔헬스센터 1층,0.841031149301826,단품요리 전문,04월
색달가든,T6,33.4976993,126.5345955,제주 제주시 이도이동 1039-14번지,0.841025641025641,단품요리 전문,11월
용담닭한마리,T1,33.5130296,126.5058502,제주 제주시 용담이동 931-5번지,0.841025641025641,가정식,11월
부화룡양꼬치,T5,33.4863303,126.431658,제주 제주시 외도일동 639-1번지 1층,0.841025641025641,꼬치구이,10월
춘천명동닭갈비 아라점,T6,33.4746119,126.5427384,제주 제주시 아라일동 6097-23번지 1층,0.841013824884792,단품요리 전문,09월
뚜레쥬르남녕점,T13,33.4905631,126.4812745,제주 제주시 연동 1954-4번지,0.841004184100418,베이커리,10월
노마스,T20,33.4888801,126.5354502,제주 제주시 이도이동 2002-2번지 1층,0.841004184100418,양식,03월
가마솥애,T1,33.5057683,126.5417434,제주 제주시 일도이동 377-13번지,0.841004184100418,가정식,06월
치토랑제주아라점,T6,33.4864719,126.5447503,제주 제주시 아라이동 1384-9번지 1층,0.841004184100418,단품요리 전문,07월
아라동감자탕,T1,33.4712576,126.5458454,제주 제주시 아라일동 6139-8번지,0.840989399293286,가정식,09월
돈날개,T1,33.4918715,126.5294921,제주 제주시 도남동 74-5번지 1층,0.840989399293286,가정식,10월
고보배국밥,T1,33.4951476,126.536603,제주 제주시 이도이동 1076번지,0.840983606557377,가정식,12월
역전할머니맥주 1982제주신산점,T11,33.5112973,126.5315382,제주 제주시 일도이동 1027-8번지 지엠씨 1층,0.840983606557377,맥주/요리주점,10월
길림성,T23,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,0.840974212034383,중식,06월
토대력 외도점,T5,33.4879951,126.4324288,제주 제주시 외도일동 527-11번지 1층 101호,0.840958605664488,꼬치구이,11월
명륜진사갈비 일도점,T1,33.5058125,126.5388579,제주 제주시 일도이동 365-3번지 1층,0.840952380952381,가정식,11월
역전할머니맥주 1982제주신산점,T11,33.5112973,126.5315382,제주 제주시 일도이동 1027-8번지 지엠씨 1층,0.840947546531302,맥주/요리주점,11월
할리스제주황사평드라이브스루점,T26,33.497061,126.5559422,제주 제주시 화북이동 5388-4번지 2층,0.840933191940615,커피,08월
일품순두부삼화점,T6,33.5195956,126.5823,제주 제주시 삼양이동 2176-14번지,0.840933191940615,단품요리 전문,04월
금관,T1,33.5147068,126.5170318,제주 제주시 용담일동 2-3번지,0.84090909090909,가정식,02월
진양,T1,33.5165035,126.579112,제주 제주시 도련일동 1963-12번지 1층 102호,0.84090909090909,가정식,05월
다섯번째이야기,T1,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,0.84090909090909,가정식,12월
해조곱창,T6,33.4895447,126.4771983,제주 제주시 노형동 1051-5번지 1층,0.84090909090909,단품요리 전문,12월
육싸롱,T1,33.2517889,126.5736046,제주 서귀포시 동홍동 142-2번지 1층,0.84090909090909,가정식,01월
신춘반점,T23,33.5214145,126.5661175,제주 제주시 화북일동 1966-9번지 1층,0.84090909090909,중식,08월
토대력대학로점,T5,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,0.84090909090909,꼬치구이,06월
해모듬,T21,33.5021083,126.5424264,제주 제주시 이도이동 408-15번지,0.84090909090909,일식,08월
두끼떡볶이 제주노형점,T15,33.4816011,126.4864454,제주 제주시 노형동 726-1번지 203호,0.840892728581713,분식,07월
노가리앤비어 (도남점),T11,33.4964895,126.5299999,제주 제주시 이도이동 1008-1번지 1층,0.840885142255005,맥주/요리주점,08월
에이바우트커피 중앙여고점,T26,33.4892416,126.5395033,제주 제주시 이도이동 1986-2번지 1층,0.840882694541231,커피,09월
배셰프,T23,33.4843546,126.5364461,제주 제주시 아라일동 2605-8번지 2층,0.840867992766727,중식,09월
치킨명가,T25,33.4839215,126.4738426,제주 제주시 노형동 2533-11번지,0.840830449826989,치킨,01월
토대력대학로점,T5,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,0.840816326530612,꼬치구이,11월
토대력 외도점,T5,33.4879951,126.4324288,제주 제주시 외도일동 527-11번지 1층 101호,0.840807174887892,꼬치구이,09월
타니,T6,33.4920914,126.5439885,제주 제주시 아라이동 3004-6번지,0.840796019900497,단품요리 전문,10월
계절식탁시청점,T1,33.498962,126.5296173,제주 제주시 이도이동 1768-3번지,0.840796019900497,가정식,01월
빽다방제주아라점,T26,33.4746203,126.5486476,제주 제주시 아라일동 6115-7번지 102호,0.840796019900497,커피,06월
서홀포가든,T1,33.5246268,126.58725,제주 제주시 삼양일동 1658-4번지,0.840787119856887,가정식,06월
청어람,T21,33.5031608,126.5388282,제주 제주시 이도이동 324-9번지 일도이동,0.840782122905028,일식,02월
이도제샤브샤브,T6,33.4876584,126.4316586,제주 제주시 외도일동 550-1번지 1층,0.840764331210191,단품요리 전문,07월
토대력대학로점,T5,33.4997518,126.5280392,제주 제주시 이도일동 1778-1번지,0.840751730959446,꼬치구이,10월
시월,T1,33.4908731,126.5385517,제주 제주시 이도이동 1989-9번지 1층,0.840749414519906,가정식,09월
길림성,T23,33.50368,126.5127606,제주 제주시 용담일동 181-6번지 1층,0.840746054519368,중식,07월
상위호환,T1,33.4991633,126.5284429,제주 제주시 이도이동 1769-6번지 2층,0.840746054519368,가정식,12월
돈만석,T1,33.5029318,126.5282074,제주 제주시 이도일동 1260-37번지 이도일동,0.84074074074074,가정식,05월
한짓골갈비,T1,33.4916307,126.5384065,제주 제주시 이도이동 1991-7번지 1층,0.84074074074074,가정식,06월
맛있는소리도련점,T1,33.5080423,126.5901325,제주 제주시 도련일동 1609-22번지 1층,0.84074074074074,가정식,12월
명태명가,T1,33.4840605,126.5354438,제주 제주시 아라일동 2572-2번지 2층,0.840738603577611,가정식,12월
노형호수,T6,33.4895066,126.4800604,제주 제주시 노형동 1070-10번지,0.84073506891271,단품요리 전문,09월
피자알볼로노형점,T29,33.4816214,126.4781531,제주 제주시 노형동 3797-9번지 1층,0.840731070496083,피자,04월
오늘해장국,T6,33.5195028,126.5685407,제주 제주시 화북일동 1994-6번지 1층 화북일동,0.840707964601769,단품요리 전문,03월
황금닭갈비장칼국수,T6,33.4737767,126.5441933,제주 제주시 아라일동 6093-1번지 1층,0.840707964601769,단품요리 전문,01월
정원,T1,33.2603892,126.5723621,제주 서귀포시 동홍동 632-2번지,0.840707964601769,가정식,03월
컴포즈커피 제주삼화점,T26,33.5144701,126.5754506,제주 제주시 화북일동 1023-5번지 101호,0.840702210663199,커피,12월
노가리앤비어 (도남점),T11,33.4964895,126.5299999,제주 제주시 이도이동 1008-1번지 1층,0.840688912809472,맥주/요리주점,10월
오뚜기,T1,33.5097455,126.5138897,제주 제주시 용담일동 242-10번지,0.840677966101694,가정식,03월
황금닭갈비장칼국수,T6,33.4737767,126.5441933,제주 제주시 아라일동 6093-1번지 1층,0.840677966101694,단품요리 전문,02월
아서원,T23,33.5082247,126.5195307,제주 제주시 삼도일동 804-5번지 1층,0.840677966101694,중식,10월
오븐에빠진닭 서홍점,T25,33.25935,126.5561923,제주 서귀포시 서홍동 332-2번지,0.840677966101694,치킨,04월
화산양꼬치5호점,T5,33.4746418,126.5497693,제주 제주시 아라일동 6116-6번지 1층,0.840670859538784,꼬치구이,12월
육남매,T6,33.4919801,126.4983589,제주 제주시 연동 310-50번지,0.84065934065934,단품요리 전문,05월
화사랑,T6,33.4996031,126.5281439,제주 제주시 이도이동 1778-3번지,0.84065934065934,단품요리 전문,09월
옵데강,T6,33.4937157,126.5338228,제주 제주시 이도이동 1025-5번지 1층,0.84065934065934,단품요리 전문,08월
돈삼겹한라점,T6,33.4771788,126.4874245,제주 제주시 연동 1526-1번지 1층,0.84065934065934,단품요리 전문,04월
감나무집,T1,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,0.84065934065934,가정식,02월
황금닭갈비장칼국수삼화점,T6,33.517123,126.5789289,제주 제주시 도련일동 1964-2번지 2층,0.84065934065934,단품요리 전문,09월
양푼왕갈비,T1,33.4861014,126.4754153,제주 제주시 노형동 1061-2번지,0.840643274853801,가정식,12월
다섯번째이야기,T1,33.4897129,126.4804624,제주 제주시 영평동 2676-1번지 1층,0.840643274853801,가정식,09월
호박이넝쿨채로,T1,33.4912531,126.4792263,제주 제주시 노형동 1048-1번지 1층,0.840637450199203,가정식,01월
에이바우트커피 중앙여고점,T26,33.4892416,126.5395033,제주 제주시 이도이동 1986-2번지 1층,0.840605002908667,커피,10월
청년다방노형점,T26,33.4760933,126.4787808,제주 제주시 노형동 1561번지 노형동,0.840601503759398,커피,10월
감나무집,T1,33.4941866,126.5194321,제주 제주시 오라일동 1074번지,0.840579710144927,가정식,11월
픽스커피공단점,T26,33.5148636,126.5721188,제주 제주시 화북이동 948-1번지 츨,0.840579710144927,커피,10월
삼다향,T1,33.5193762,126.5713909,제주 제주시 화북일동 1138번지,0.840579710144927,가정식,12월
길벗식당,T1,33.4925369,126.474968,제주 제주시 노형동 1020-2번지,0.840579710144927,가정식,07월
통큰갈비 제주일도점,T6,33.5051627,126.5416574,제주 제주시 일도이동 409-8번지 1층 일도이동,0.840579710144927,단품요리 전문,02월
괸당집도남점,T6,33.4977418,126.5255875,제주 제주시 도남동 913-6번지 1층,0.840579710144927,단품요리 전문,06월
징기스 이도점,T1,33.4925342,126.5422511,제주 제주시 아라이동 3012-9번지 1층,0.840551181102362,가정식,06월
에이바우트커피 중앙여고점,T26,33.4892416,126.5395033,제주 제주시 이도이동 1986-2번지 1층,0.84053738317757,커피,12월
24시뼈다귀탕삼화점,T6,33.5186111,126.5692058,제주 제주시 화북일동 2064-1번지,0.840531561461794,단품요리 전문,01월
노랑통닭 아라점,T25,33.4795302,126.5433855,제주 제주시 아라일동 2338-3번지 1층,0.84051724137931,치킨,12월
부산돼지국밥,T6,33.5107625,126.532379,제주 제주시 일도이동 1024-7번지 1층,0.840506329113924,단품요리 전문,10월
돈명가,T6,33.4868639,126.5300668,제주 제주시 도남동 183-1번지 1층,0.840501792114695,단품요리 전문,11월
용담닭한마리,T1,33.5130296,126.5058502,제주 제주시 용담이동 931-5번지,0.840490797546012,가정식,06월
춘리마라탕 제주시청점,T23,33.4982403,126.53041,제주 제주시 이도이동 1185-2번지 1층,0.840482573726541,중식,12월
주식회사 제주피슈마라홍탕,T6,33.4991157,126.5299154,제주 제주시 이도이동 1768-27번지 4층,0.840462427745664,단품요리 전문,08월
번영로휴게소,T6,33.4842009,126.6069032,제주 제주시 봉개동 545번지,0.840452261306532,단품요리 전문,03월
화사랑,T6,33.4996031,126.5281439,제주 제주시 이도이동 1778-3번지,0.840449438202247,단품요리 전문,02월
한짓골갈비,T1,33.4916307,126.5384065,제주 제주시 이도이동 1991-7번지 1층,0.840445269016697,가정식,04월
용팔이막창노형점,T6,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩,0.840442338072669,단품요리 전문,06월
촌뜨기화로구이,T6,33.4901283,126.5290478,제주 제주시 도남동 68-6번지,0.840425531914893,단품요리 전문,01월
하타나카연동신시가지점,T21,33.478304,126.4916644,제주 제주시 연동 1524-6번지 1층,0.840425531914893,일식,08월
육싸롱,T1,33.2517889,126.5736046,제주 서귀포시 동홍동 142-2번지 1층,0.840425531914893,가정식,07월
수만바베큐치킨,T25,33.4742506,126.5442894,제주 제주시 아라일동 6094-1번지 1층 103호,0.840425531914893,치킨,11월
솔담2,T1,33.4979367,126.5297617,제주 제주시 이도이동 1186-10번지,0.840425531914893,가정식,03월
삼다해,T1,33.4981148,126.5460028,제주 제주시 일도이동 109-18번지,0.840425531914893,가정식,12월
티나케이크,T13,33.481459,126.4761896,제주 제주시 노형동 3803-8번지 황금빌 1층,0.840425531914893,베이커리,10월
서귀포백돼지,T1,33.4878398,126.5014935,제주 제주시 연동 322-16번지 1층,0.840407470288624,가정식,01월
징기스 이도점,T1,33.4925342,126.5422511,제주 제주시 아라이동 3012-9번지 1층,0.840399002493765,가정식,12월
광양8길9,T1,33.4998413,126.5285104,제주 제주시 이도이동 1771-6번지,0.840399002493765,가정식,12월
제주본토박이,T1,33.4965321,126.5339115,제주 제주시 이도이동 1054-4번지,0.840384615384615,가정식,06월
무지개맥주제주노형점,T11,33.4910681,126.4784136,제주 제주시 노형동 1045-14번지 1층,0.84037558685446,맥주/요리주점,11월
홍어대가,T6,33.5044855,126.5239009,제주 제주시 삼도일동 300-80번지,0.84037558685446,단품요리 전문,11월
샤브앤샤브,T6,33.4748191,126.5497714,제주 제주시 아라일동 6116-5번지 2층,0.84037558685446,단품요리 전문,10월
산에들에오리,T6,33.4997455,126.5330395,제주 제주시 이도이동 1139-1번지,0.840336134453781,단품요리 전문,01월
피자알볼로노형점,T29,33.4816214,126.4781531,제주 제주시 노형동 3797-9번지 1층,0.840336134453781,피자,10월
오리한마당,T6,33.5032224,126.5132173,제주 제주시 용담일동 2816-2번지,0.840336134453781,단품요리 전문,05월
예닮국수,T6,33.4876779,126.4314005,제주 제주시 외도일동 548-10번지,0.84032634032634,단품요리 전문,07월
제주담다KBS제주점,T6,33.4890583,126.5194475,제주 제주시 도남동 668번지 1층,0.840314136125654,단품요리 전문,12월
꼬신김밥노형점,T15,33.4821864,126.474983,제주 제주시 노형동 3803번지 1층,0.840304182509505,분식,01월
방일해장국아라점,T6,33.4756669,126.5445865,제주 제주시 아라일동 6100-4번지 1층,0.840298507462686,단품요리 전문,04월
베이커리포그,T13,33.4746065,126.5443984,제주 제주시 아라일동 6095-13번지,0.840296139608672,베이커리,07월
약촌삼계탕,T6,33.2680909,126.5878929,제주 서귀포시 토평동 1300번지,0.84029484029484,단품요리 전문,03월
뚜레쥬르외도점,T13,33.4858435,126.431117,제주 제주시 외도일동 637-1번지,0.840287124270973,베이커리,09월
뚜레쥬르남녕점,T13,33.4905631,126.4812745,제주 제주시 연동 1954-4번지,0.840282685512367,베이커리,11월
큰가름본점,T1,33.4945035,126.5279156,제주 제주시 도남동 83-12번지 아름빌라 101호,0.840277777777777,가정식,01월
호맥일도점,T6,33.5013312,126.5436909,제주 제주시 일도이동 68-12번지,0.840277777777777,단품요리 전문,09월
오늘와인한잔삼화점,T11,33.5171205,126.5799811,제주 제주시 도련일동 1938-1번지 1층 106호,0.840277777777777,맥주/요리주점,03월
불닭공장,T6,33.5024504,126.5131796,제주 제주시 용담일동 2818-4번지,0.840269966254218,단품요리 전문,05월
도남오거리외도점,T1,33.4887143,126.4338758,제주 제주시 외도일동 533-2번지,0.840268456375838,가정식,07월
돈삼겹한라점,T6,33.4771788,126.4874245,제주 제주시 연동 1526-1번지 1층,0.840225563909774,단품요리 전문,09월
